Family	Shi Tree label	x1	y1	z1	x2	y2	z2	x3	y3	z3	x4	y4	z4	x5	y5	z5	x6	y6	z6	x7	y7	z7	x8	y8	z8	x9	y9	z9	x10	y10	z10	x11	y11	z11	x12	y12	z12	x13	y13	z13	x14	y14	z14	x15	y15	z15	x16	y16	z16	x17	y17	z17	x18	y18	z18	x19	y19	z19	x20	y20	z20	x21	y21	z21	x22	y22	z22	x23	y23	z23	x24	y24	z24	x25	y25	z25	x26	y26	z26	x27	y27	z27	x28	y28	z28	x29	y29	z29	x30	y30	z30	x31	y31	z31	x32	y32	z32	x33	y33	z33	x34	y34	z34	x35	y35	z35	x36	y36	z36	x37	y37	z37	x38	y38	z38	x39	y39	z39	x40	y40	z40	x41	y41	z41	x42	y42	z42	x43	y43	z43	x44	y44	z44	x45	y45	z45	x46	y46	z46	x47	y47	z47	x48	y48	z48	x49	y49	z49	x50	y50	z50	x51	y51	z51	x52	y52	z52	x53	y53	z53	x54	y54	z54	x55	y55	z55	x56	y56	z56	x57	y57	z57	x58	y58	z58	x59	y59	z59	x60	y60	z60	x61	y61	z61	x62	y62	z62	x63	y63	z63	x64	y64	z64	x65	y65	z65	x66	y66	z66	x67	y67	z67	x68	y68	z68	x69	y69	z69
Rhinopomatidae	Rhinopoma_muscatellum	16,102676	8,241076	15,354617	NA	NA	NA	17,420647	8,924222	15,671482	14,575528	9,003783	15,780475	18,155285	9,876825	15,333332	13,955959	10,120173	15,486656	18,794697	10,85157	14,945675	13,459179	11,108369	15,186369	19,279316	13,88183	15,288369	13,038733	14,041303	15,462981	17,326546	16,755625	15,182297	15,108526	16,805483	15,259395	18,73963	17,616961	16,531799	14,018887	17,813766	16,690653	20,435055	20,683407	16,177052	12,444813	20,919086	16,280661	20,064777	19,039261	16,72028	12,740595	19,387321	16,85581	19,242161	19,2649	14,577987	13,444993	19,476126	14,689148	18,678516	23,020344	16,710884	14,318083	23,143248	16,839981	16,577328	24,034336	17,825787	16,4788	21,64138	15,798186	16,220407	14,250969	16,347204	16,025337	9,877413	16,035727	16,070934	9,602556	17,870049	16,1074	11,1232	18,3559	16,214	12,5878	18,8349	16,2297	13,9142	19,7851	16,3337	15,0445	20,8105	16,3355	16,6262	21,164	16,4428	18,2623	21,158	16,4732	19,875	21,0001	16,5199	21,509	21,0022	16,5565	23,0662	20,5136	16,576447	24,037849	19,284046	18,850679	10,830211	16,477707	19,231	11,786	15,7823	19,7427	12,9276	15,7107	20,3042	13,9898	16,1042	20,7993	15,0025	16,6773	20,894	16,0595	17,3066	20,6424	17,2563	17,0472	20,003414	18,275543	17,314499	19,77247	13,372248	15,119457	20,178	13,8007	15,4453	20,4407	14,3368	15,7642	20,5969	14,9382	16,0343	20,717	15,5622	16,2616	20,8447	16,157	16,5117	20,8496	16,7542	16,7182	20,443762	17,237669	16,63343	13,194159	10,746737	16,77314	12,9587	11,7185	15,99	12,5728	12,9259	15,8245	12,1267	14,0806	16,1917	11,834	15,1401	16,8539	11,698	16,2401	17,473	11,9703	17,4544	17,2532	12,680479	18,485458	17,442158	12,511379	13,709053	15,307214	12,1943	14,1484	15,6626	12,0132	14,7117	15,9814	11,8431	15,291	16,2755	11,7144	15,8813	16,5628	11,7014	16,4952	16,8293	11,7721	17,1348	16,8958	12,215629	17,613832	16,795261
Thyropteridae	Thyroptera_discifera	16,414717	8,285129	18,04475	15,422148	8,254351	18,069008	17,034576	8,945671	17,729221	14,832574	9,03809	17,765507	17,235023	9,677844	17,300549	14,659308	9,717229	17,337132	17,887978	11,759663	16,224838	14,274157	11,914318	16,309299	17,984123	14,229924	15,500349	14,375933	14,385186	15,566284	17,189522	17,182076	15,761903	15,348932	17,283072	15,806181	18,031178	17,336224	16,105595	14,570442	17,481476	16,137476	19,685944	19,68346	16,424036	13,110361	19,947021	16,516544	19,586113	18,651499	16,83057	13,189256	18,882523	16,929941	19,013296	18,812347	15,613186	13,748174	18,982384	15,654949	18,555592	21,348494	16,911985	14,341825	21,448933	17,042542	16,627254	22,460695	18,069366	16,407276	20,317783	16,596937	16,215382	15,232863	16,161224	15,991172	9,109839	17,742405	16,051628	9,280721	18,926538	16,0785	10,7674	18,8763	16,1384	12,2544	18,9151	16,2341	13,6168	19,4646	16,3223	14,7436	20,4239	16,3591	15,8643	21,3917	16,378	17,2403	21,944	16,395	18,7188	22,0314	16,4427	20,204	22,0794	16,4766	21,5523	21,5147	16,451912	22,38866	20,304703	18,126532	11,83753	17,510857	18,2646	12,3945	16,649	18,6183	13,2575	16,1298	18,9629	14,1863	15,8269	19,3883	15,1654	15,8261	19,6574	16,1735	16,0752	19,9376	17,1595	16,3502	19,791777	18,053942	16,911049	18,739408	13,543045	15,294675	19,0612	14,081	15,2806	19,2573	14,6644	15,409	19,4228	15,2594	15,538	19,5557	15,8547	15,7004	19,7429	16,4434	15,8223	19,9093	17,0354	15,9375	19,50885	17,302784	16,116405	14,101093	12,02182	17,578714	13,9377	12,5332	16,7285	13,7685	13,4565	16,2944	13,425	14,4025	16,0469	13,055	15,3595	15,9302	12,8655	16,3615	16,113	12,7054	17,3251	16,4544	12,862038	18,219397	16,955807	13,704388	14,023852	15,361071	13,3266	14,482	15,3568	13,1226	15,0286	15,543	12,9837	15,605	15,7037	12,8906	16,1868	15,8745	12,7368	16,7735	15,9715	12,688	17,3747	16,0505	13,07578	17,692501	16,238455
Thyropteridae	Thyroptera_tricolor	16,73138	8,379316	17,789059	15,52107	8,448973	17,742966	17,218464	9,001862	17,320393	15,026974	9,109868	17,34716	17,392574	9,587656	16,969303	14,769435	9,618551	16,950804	18,173256	11,381682	16,012043	14,227784	11,452257	16,083887	18,108433	14,230018	15,506917	14,320349	14,349769	15,639425	17,162828	17,179462	15,839869	15,487466	17,206512	15,896543	17,990849	17,265709	16,254129	14,636222	17,462744	16,335623	19,583336	19,638981	16,53001	12,961922	19,758728	16,699306	19,563318	18,492661	16,938736	13,110939	18,63027	17,121941	18,965969	18,619278	15,830185	13,60376	18,702168	15,972205	18,436459	21,104588	17,092705	14,300449	21,134045	17,24168	16,468792	22,188992	17,984255	16,376024	20,149742	16,674541	16,305208	14,963783	16,299986	16,10812	8,906404	17,63979	16,175798	9,326429	18,690258	16,1909	10,8072	18,7722	16,2522	12,2816	18,9225	16,3821	13,582	19,5962	16,3833	14,6355	20,634	16,3612	15,7023	21,6509	16,3494	17,0595	22,2275	16,3081	18,5389	22,2068	16,3323	20,0184	22,2144	16,4406	21,3474	21,6092	16,422907	22,260311	20,448664	18,158693	11,59659	17,366192	18,4529	12,2027	16,5609	18,7576	13,0973	16,0962	19,1726	14,0613	15,9684	19,5381	15,051	15,8609	19,8514	16,0543	15,9963	19,9591	17,051	16,3056	19,795643	17,916679	16,886467	19,01833	13,715981	15,008551	19,3327	14,2137	15,0243	19,4774	14,7377	15,2907	19,6072	15,2855	15,5181	19,7679	15,84	15,7073	19,8928	16,4139	15,8619	19,976	17,0044	15,9406	19,682644	17,416788	16,104441	14,226743	11,73208	17,326519	13,9138	12,3359	16,6064	13,6649	13,1955	16,1879	13,3098	14,1163	16,0739	13,0009	15,0621	16,0567	12,7505	16,0228	16,152	12,5889	16,9805	16,3729	12,846854	17,740242	16,908562	13,248225	14,022208	15,068783	13,1126	14,5409	15,2872	12,9905	15,0664	15,521	12,859	15,5983	15,7351	12,7287	16,1344	15,9391	12,6153	16,686	16,108	12,6201	17,2658	16,1269	13,020811	17,516983	16,275911
Vespertilionidae	Antrozous_pallidus	17,318081	5,749423	15,973921	14,667315	5,760488	16,091347	18,106886	6,299528	15,426616	13,767314	6,433097	15,446331	18,720127	7,546802	14,777611	13,449245	7,759085	14,80687	19,119778	8,979689	14,262507	12,90806	8,991218	14,46936	19,268261	13,476738	14,922491	12,806532	13,68047	14,995687	17,451447	18,059824	14,903728	15,096781	18,193727	14,961489	19,171185	18,45558	16,120054	13,493196	18,604717	16,294827	21,479542	22,318096	16,887011	11,489339	22,536961	16,991276	20,952175	20,681194	16,72336	11,855601	20,857681	16,873661	19,744041	21,217846	14,770749	12,941914	21,383505	14,890518	19,357082	24,776188	17,476147	13,749836	24,999844	17,712999	16,614807	25,75045	19,266483	16,457485	23,293278	16,552917	16,214821	16,40913	15,656346	15,929141	7,575767	15,835303	15,988564	7,998979	18,337885	16,148	9,6821	19,4114	16,2234	11,4108	20,4186	16,2531	13,1938	21,3152	16,3357	15,1207	21,865	16,4339	17,037	22,4491	16,4919	18,9893	22,8921	16,5336	20,9607	23,256	16,5675	22,9084	23,7239	16,7066	24,8045	23,3498	16,675392	26,201923	21,912624	19,482988	9,946794	16,874685	20,0699	10,7747	15,4663	20,9628	12,1617	15,0446	22,0328	13,4167	15,5396	22,7225	14,7821	16,3967	22,9628	16,4841	16,6717	22,3984	18,0964	16,6963	21,318829	19,379282	17,026764	20,625429	12,597665	14,514192	21,3797	13,1414	14,6545	22,0276	13,8039	14,898	22,4865	14,557	15,2787	22,7628	15,3927	15,6572	22,9391	16,3206	15,8197	22,8469	17,2711	15,9233	22,295067	17,989094	16,066048	12,630286	10,270426	16,681206	12,0751	11,1393	15,512	11,2143	12,4792	15,3385	10,382	13,8149	15,798	9,8032	15,0372	16,6959	9,5687	16,6243	16,966	9,9986	18,2014	16,9891	11,226323	19,242153	17,070627	11,72941	12,743101	14,727436	11,0153	13,3974	14,8854	10,3658	14,1112	15,0292	9,9677	14,9157	15,4853	9,7017	15,7893	15,9053	9,5032	16,7531	16,1137	9,5693	17,7346	16,2751	10,242046	18,437197	16,377701
Vespertilionidae	Antrozous_pallidus	17,200117	5,705871	15,681818	14,731888	5,762051	15,697424	17,963318	6,322874	14,995029	13,899382	6,465845	15,22009	18,551199	7,608925	14,570979	13,455731	7,858508	14,699062	18,702675	9,158908	14,528701	13,264488	9,342147	14,543951	19,378183	13,267764	14,837855	13,002557	13,461276	15,006874	17,465435	17,950287	15,226877	15,044904	18,058533	15,300688	19,396519	18,313864	16,148062	13,205963	18,573698	16,206129	21,523739	21,897493	16,960043	11,246523	22,253918	17,185246	21,051289	20,416222	16,903128	11,656556	20,682026	17,088879	19,726482	20,961185	14,905624	12,750562	21,239906	15,053094	19,591799	24,576981	17,961843	13,49793	24,78233	18,231922	16,625259	25,439781	19,779964	16,446819	23,02182	16,75462	16,188755	15,816836	15,955842	16,055973	7,706933	15,511738	16,142342	7,857139	18,261757	16,185	9,5181	19,459	16,1916	11,2755	20,5263	16,1597	13,057	21,5496	16,2863	14,9466	22,3471	16,4312	16,8942	22,9916	16,4577	18,8889	23,487	16,4427	20,7568	23,8589	16,5466	22,749	24,352	16,6535	24,7454	24,0825	16,599739	25,850044	22,450005	19,723829	9,936893	16,474695	20,3355	11,0299	15,4053	21,2855	12,37	15,2131	22,2121	13,6698	15,676	22,7621	15,136	16,2399	22,8929	16,777	16,5076	22,1331	18,1948	16,7206	21,429451	18,97842	17,159161	20,501446	12,408232	14,372995	21,2426	12,9851	14,3519	21,8192	13,6965	14,5725	22,237	14,467	14,9226	22,555	15,2789	15,2864	22,8145	16,1548	15,5186	22,7626	17,0835	15,6269	22,306129	17,776905	16,009924	12,593198	10,173097	16,72456	12,0273	11,1768	15,679	11,1783	12,4713	15,4335	10,3103	13,7195	15,8544	9,7793	15,0815	16,4412	9,618	16,6323	16,7013	10,0605	18,1034	16,9568	11,137728	19,157522	17,220772	11,703321	12,737958	14,595406	10,9732	13,3022	14,5775	10,4763	14,0358	14,8513	10,0704	14,7976	15,223	9,834	15,6258	15,5942	9,703	16,533	15,7972	9,7344	17,4485	15,982	10,220539	18,174801	16,233267
Vespertilionidae	Antrozous_pallidus	16,901426	7,536252	15,533684	15,519529	7,72282	15,391346	17,893	8,558921	15,399128	14,573212	8,624228	15,489935	18,272112	9,093479	15,125291	14,069752	9,148611	15,181164	18,956648	10,493915	15,335583	13,517211	10,479495	15,191264	18,788542	14,494894	16,285574	13,777773	14,535666	16,334148	17,285471	17,296864	15,70467	15,090807	17,359291	15,759161	18,985844	17,80653	16,56229	13,587719	18,006481	16,670942	20,738354	20,927265	17,000101	11,985138	21,175552	17,197115	20,426683	19,446335	16,840534	12,205986	19,709686	17,023239	18,59201	19,964417	14,95355	13,875772	20,102882	14,983267	19,128429	22,951841	17,201799	13,656567	23,079967	17,274937	16,51379	23,915333	18,811268	16,454891	21,386595	16,604836	16,244356	15,755922	16,169659	16,167538	9,482166	15,921578	16,167238	9,558793	18,207157	16,1804	10,8579	19,2086	16,2122	12,2743	20,057	16,2886	13,8031	20,6743	16,3083	15,3442	21,2698	16,3473	16,8468	21,9464	16,4171	18,475	22,1835	16,5137	20,1242	22,1775	16,5388	21,773	22,1379	16,5086	23,237	21,4168	16,513012	24,168736	20,074108	18,913942	11,059137	17,233063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20,476133	18,301054	17,203716	19,569176	12,725354	15,030073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20,538883	17,469301	16,198032	13,513139	10,970329	17,427784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12,10112	18,545982	17,345726	12,610745	12,979611	15,255564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11,890911	17,956043	16,348953
Vespertilionidae	Barbastella_barbastellus	16,990788	9,503998	16,419012	15,546818	9,510763	16,456753	17,724857	9,978536	15,939402	14,82393	10,058625	16,005648	18,063454	10,661552	15,551243	14,4961	10,899923	15,757627	18,390533	11,627579	15,121679	14,115987	11,638556	15,371012	18,451546	14,288642	15,770933	14,184967	14,327513	15,910517	17,364616	16,725191	16,102741	15,26375	16,711006	16,148216	18,68391	17,155165	16,218321	13,869558	17,184914	16,351412	20,134832	19,837547	16,74728	12,387079	19,902779	16,986052	19,926468	18,371574	16,863203	12,61958	18,501719	17,054211	19,250511	18,733347	15,515361	13,317408	18,704676	15,658701	18,709686	22,236973	18,379276	13,97389	22,31757	18,407793	16,429752	23,094931	19,625961	16,306919	20,947685	16,647947	16,287666	15,23144	16,292068	16,268183	10,794931	16,337811	16,248623	11,366735	17,570242	16,2836	12,4673	18,2211	16,3387	13,3402	19,149	16,3962	14,0931	20,1838	16,4294	15,0004	21,0826	16,4727	16,1128	21,7035	16,451	17,3656	21,9328	16,3904	18,6448	21,9073	16,387	19,9177	22,0427	16,4465	21,1814	22,0715	16,467588	22,370998	21,647158	18,674313	12,093792	17,186176	18,9463	12,61	16,5725	19,1887	13,3032	16,1506	19,4799	14,0607	15,9082	19,7576	14,8556	15,8755	19,8244	15,6939	15,9784	19,9217	16,5146	16,1277	19,808336	17,225845	16,543682	19,296059	13,882278	15,344363	19,5065	14,2131	15,5519	19,6185	14,6853	15,6192	19,6911	15,1652	15,6906	19,7547	15,6451	15,7701	19,8315	16,1214	15,8557	19,8698	16,6024	15,9356	19,697247	17,030682	16,001163	13,669088	12,692054	16,843828	13,5061	13,2296	16,3747	13,1682	13,8127	16,0938	12,8817	14,4813	16,0584	12,7599	15,1966	16,13	12,6992	15,9236	16,1822	12,5899	16,6315	16,3221	12,739168	17,225193	16,682842	13,18906	14,064353	15,549679	12,9496	14,4124	15,7477	12,8396	14,8648	15,8398	12,787	15,3346	15,8912	12,7273	15,7972	15,9823	12,6355	16,2528	16,0855	12,6165	16,7205	16,1533	12,812163	17,141098	16,186876
Vespertilionidae	Barbastella_leucomelas	16,962788	8,994975	16,596283	15,164746	9,028544	16,666695	17,872902	9,407167	15,98432	14,305763	9,542038	16,076069	18,255075	10,154716	15,534353	13,885895	10,262972	15,651794	18,606947	11,080652	15,08889	13,654856	11,232462	15,212305	18,661829	14,206305	15,550708	13,67595	14,332006	15,699045	17,439686	16,926336	15,962893	15,153545	16,985235	16,020187	18,897707	17,282486	16,154301	13,712731	17,489508	16,283293	20,651917	20,587837	16,583847	11,920798	20,238667	16,801884	20,461273	18,789434	16,867891	12,253325	18,843571	17,063274	19,747726	19,142067	15,35802	12,969483	19,175762	15,51302	19,167669	23,148184	18,536753	13,669891	23,114841	18,436668	16,26873	24,307419	19,24025	16,328569	21,497515	16,478737	16,29744	15,240243	16,290674	16,070763	10,550762	16,678843	16,117485	11,116716	17,964722	16,2054	12,3793	18,602	16,3387	13,4134	19,5465	16,4653	14,3084	20,6378	16,4559	15,3795	21,563	16,4148	16,6595	22,1617	16,4803	18,0447	22,4486	16,438	19,4598	22,4035	16,5042	20,8735	22,4127	16,5812	22,2742	22,2485	16,563171	23,608284	21,861294	18,968193	12,105306	17,38517	19,2251	12,6681	16,6872	19,5609	13,3196	16,1153	20,0441	14,0782	15,8933	20,2924	14,9739	15,9446	20,4353	15,8986	15,9337	20,4475	16,7997	16,1349	20,264183	17,524342	16,665298	19,432932	13,572919	15,072094	19,6975	13,8332	15,4527	19,9451	14,3177	15,6	20,1464	14,8367	15,7166	20,2985	15,3856	15,7217	20,4268	15,9398	15,7454	20,4563	16,507	15,7626	20,264479	17,028933	15,814831	13,257417	12,599957	17,103222	13,0677	13,1371	16,5034	12,6807	13,7673	16,1373	12,3097	14,4986	16,0956	12,1582	15,3139	16,1066	12,125	16,1424	16,109	12,0714	16,9482	16,2785	12,341445	17,596466	16,693729	12,954155	13,791452	15,23449	12,6856	14,0123	15,6629	12,4226	14,4761	15,8368	12,2868	15,0314	15,8838	12,1951	15,5983	15,891	12,1289	16,1688	15,9048	12,1137	16,742	15,9171	12,287916	17,242516	15,960857
Vespertilionidae	Antrozous_dubiaquercus	17,291887	6,062483	15,923023	14,537074	6,147237	16,09407	18,10216	6,443854	15,243532	13,726677	6,574012	15,35089	18,730715	7,706562	14,586127	13,286558	7,858717	14,584809	19,06184	8,825306	14,310026	13,053493	8,992573	14,38985	19,465652	12,794044	14,37652	12,758614	12,981475	14,519	17,437054	17,997166	14,916138	15,143356	18,066887	14,978788	19,313793	18,267715	15,701555	13,286993	18,49157	15,847177	21,379421	20,956959	17,28644	11,500772	21,257046	17,329319	20,728643	19,687622	17,06319	11,997804	19,883236	17,180889	19,981436	20,100346	15,517865	12,672172	20,352036	15,639726	19,192522	23,157322	18,254745	13,755045	23,238007	18,276512	16,520832	23,617664	20,02898	16,44854	21,845734	17,280251	16,23167	16,29924	15,287581	15,998561	8,18663	15,67817	16,143805	8,095043	17,780281	16,1721	9,9308	18,6307	16,2115	11,4967	19,9028	16,2906	13,1368	21,072	16,3807	14,9478	21,9739	16,4519	16,7655	22,8642	16,5761	18,513	23,8803	16,6927	20,3173	24,7887	16,7631	22,2579	25,3051	16,7282	24,0884	24,6227	16,719131	24,661545	22,790871	19,640308	9,94499	16,307386	20,3809	11,0053	15,4192	21,3498	12,2376	15,3113	22,1833	13,5287	15,7031	22,6949	14,8332	16,4072	22,895	16,3831	16,1787	22,0897	17,6982	16,175	20,870834	18,46216	16,616497	20,500349	12,008505	14,405566	21,2974	12,6342	14,4716	21,9313	13,3707	14,7737	22,3715	14,1848	15,201	22,6354	15,107	15,5497	22,7249	16,1185	15,6255	22,4985	17,1123	15,6294	21,70347	17,612085	15,743274	12,290054	10,36442	16,070415	11,5733	11,5283	15,4205	10,7383	12,8015	15,5894	10,0819	14,0501	16,18	9,7072	15,4089	16,6981	9,6221	16,9136	16,4884	10,4917	18,1313	16,3801	11,760928	18,7896	16,805166	11,797002	12,406114	14,487953	10,9191	12,9336	14,607	10,3406	13,7052	14,9671	9,97	14,5404	15,4587	9,7551	15,5019	15,7906	9,6958	16,5298	15,9162	9,9966	17,5147	15,9017	10,786835	18,111179	15,97776
Vespertilionidae	Antrozous_dubiaquercus	17,123493	6,311232	16,543098	14,546097	6,432389	16,577024	18,040342	6,565467	15,805307	13,647314	6,730182	15,916018	18,701551	7,720504	14,884616	13,04954	7,988542	14,950064	19,130138	8,920565	14,516328	12,854979	9,189432	14,671342	18,632601	13,377627	14,965338	13,642334	13,574685	15,071011	17,512939	18,013966	14,849641	15,253956	18,129673	14,94564	19,399345	18,290558	15,646828	13,309604	18,683071	15,710594	21,167267	21,270672	16,940552	11,98581	21,733807	17,086193	20,716415	19,729542	16,675365	12,275501	20,232883	16,830864	20,035717	20,248714	15,210858	12,873794	20,679779	15,337388	19,41116	23,259811	17,673443	13,822523	23,274933	17,715652	16,765541	24,056007	19,276966	16,600712	21,970188	16,653465	16,258408	16,472597	15,183785	15,93149	8,425074	16,124168	16,106445	8,722548	18,280338	16,1416	10,5488	18,9834	16,1502	11,9521	20,3582	16,1953	13,5689	21,4628	16,2683	15,377	22,2388	16,4206	17,2966	22,5908	16,4581	18,9369	23,4675	16,5411	20,7309	24,2715	16,6941	22,6374	24,6621	16,8459	24,3915	23,8558	16,878681	24,917072	22,054478	19,718452	10,256628	16,715891	20,4028	11,3198	15,7286	21,3997	12,613	15,6763	22,1772	13,9821	16,118	22,5858	15,1703	16,4705	22,727	16,6282	16,1178	21,9481	17,9687	16,1672	20,836777	18,829754	16,814255	20,414749	12,231092	14,676007	21,3004	12,7645	14,739	21,9602	13,5291	14,955	22,3554	14,4215	15,3207	22,6595	15,3658	15,6389	22,7771	16,3825	15,6026	22,4144	17,3287	15,4138	21,713524	17,811438	15,66231	12,252291	10,523428	16,83884	11,7221	11,5172	15,8746	11,0091	12,8706	15,8841	10,4136	14,2113	16,3608	9,9954	15,5984	16,8775	9,8591	17,1175	16,6699	10,623	18,3767	16,3536	11,867374	19,133415	16,608601	11,720594	12,635519	14,804298	11,0138	13,2026	14,8978	10,4611	13,9062	15,0888	10,1612	14,7109	15,4073	9,9885	15,5663	15,6889	9,8929	16,4628	15,8591	9,9476	17,371	15,7932	10,436919	18,108639	15,672172
Vespertilionidae	Corynorhinus_townsendii	16,66642	8,448112	15,698828	15,231265	8,415385	15,583759	17,548801	9,008989	15,12582	14,357476	9,151607	15,050591	17,800348	9,809637	15,020274	14,126339	9,892943	14,949924	18,590096	10,887362	14,272468	13,599974	11,048885	14,441537	18,346584	14,066494	15,080457	13,864347	14,208429	15,100185	17,598995	17,504501	15,202332	14,912537	17,668947	15,305809	18,599964	17,2757	16,125816	13,951117	17,493443	16,205643	20,778875	20,348354	16,486273	12,028934	20,681473	16,709522	20,378643	18,752462	16,607861	12,370489	18,984005	16,744438	19,563347	19,178246	14,607589	13,20763	19,290361	14,708667	19,105062	23,081387	17,491852	13,794979	23,201462	17,555157	16,324993	24,046818	18,689285	16,376297	21,513088	16,388626	16,223845	16,009161	15,240739	15,898026	9,895903	15,57773	16,060129	10,382684	17,20752	16,1353	11,8035	17,7819	16,2118	12,9617	18,7912	16,28	14,0751	19,8572	16,3355	15,2516	20,8513	16,3702	16,5903	21,6097	16,3609	18,1091	21,8087	16,4144	19,646	21,8559	16,527	21,169	22,0553	16,6004	22,6254	21,6108	16,624018	23,781338	20,599487	18,877537	11,574551	16,273285	19,1925	12,3408	15,6233	19,666	13,2786	15,6923	20,1087	14,1643	16,097	20,2491	15,0815	16,6302	20,3266	15,9234	17,2784	20,6315	16,838	17,0249	20,425797	17,820263	17,023785	19,386009	13,254324	14,802123	19,674	13,636	15,3541	19,9654	14,1889	15,7591	20,2111	14,8044	16,0999	20,4545	15,4559	16,3683	20,5757	16,134	16,6436	20,4736	16,8074	16,4809	19,941931	17,071232	16,05048	13,432163	11,556706	16,701357	13,1482	12,2135	15,8979	12,7567	13,1998	15,7497	12,3835	14,1475	16,1321	12,2771	15,0905	16,6816	12,2874	15,9809	17,3192	12,0123	16,9763	17,3072	12,250544	17,94442	17,113222	12,856338	13,630369	14,858862	12,6838	13,946	15,4894	12,3959	14,4606	15,9347	12,2083	15,104	16,2569	12,0895	15,7827	16,539	11,9796	16,4672	16,802	12,1382	17,1253	16,6253	12,654703	17,362724	16,163189
Vespertilionidae	Corynorhinus_townsendii	16,809374	8,163271	16,407858	15,21374	8,1909	16,448063	17,553364	8,771059	15,870939	14,447775	8,877137	15,919975	17,928051	9,47131	15,592585	14,249042	9,691545	15,702544	18,425213	10,718546	14,889416	13,656306	10,826262	14,969555	18,568541	13,828612	15,227747	13,771496	14,032197	15,228216	17,631401	17,521826	14,905259	14,931442	17,729807	14,943884	18,567108	17,55912	15,902154	13,998371	17,748135	15,945435	20,897041	21,540359	16,581226	12,104672	21,891777	16,755552	20,048298	19,298702	16,501122	12,322001	19,238968	16,616184	19,696218	19,477676	14,509081	12,847212	19,70472	14,688918	19,298285	23,482561	17,220472	13,733138	23,678598	17,274769	16,486561	24,767626	18,068447	16,440918	21,762512	16,008507	16,280821	15,726815	15,380649	16,048038	9,696339	16,332897	16,085718	10,31642	18,010494	16,1577	11,8683	18,3231	16,2844	13,2653	19,1544	16,3899	14,5137	20,1978	16,3384	15,8456	21,1411	16,3179	17,36	21,7299	16,3811	18,9832	21,7976	16,4727	20,6096	21,7095	16,5797	22,2331	21,7268	16,6348	23,6933	21,0419	16,595383	24,729868	19,799046	18,966986	11,371362	16,966759	19,289	12,0751	16,023	19,8632	13,1066	15,831	20,1517	14,2448	16,1819	20,3674	15,2689	16,8181	20,5867	16,2497	17,3645	20,7246	17,1795	16,8669	20,557312	18,351078	16,972868	19,370899	13,036413	14,951706	19,7619	13,5344	15,4092	20,1228	14,1975	15,7892	20,3759	14,923	16,1438	20,5485	15,6831	16,4696	20,7483	16,4775	16,6764	20,5193	17,1885	16,4278	19,989008	17,450863	15,839257	13,279613	11,799555	16,858435	12,9602	12,5468	16,1269	12,5148	13,5454	16,086	12,2022	14,5366	16,4499	12,1389	15,5176	16,9706	12,0144	16,4656	17,4908	11,743	17,4396	17,2198	12,179541	18,321606	16,970209	12,968688	13,317259	15,105177	12,6106	13,8709	15,5884	12,3043	14,557	16,0459	12,0499	15,3051	16,4274	11,9163	16,1096	16,7567	11,7904	16,9609	16,9106	12,066	17,6262	16,5591	12,673815	17,620506	15,938561
