Family	Shi Tree label	x1	y1	z1	x2	y2	z2	x3	y3	z3	x4	y4	z4	x5	y5	z5	x6	y6	z6	x7	y7	z7	x8	y8	z8	x9	y9	z9	x10	y10	z10	x11	y11	z11	x12	y12	z12	x13	y13	z13	x14	y14	z14	x15	y15	z15	x16	y16	z16	x17	y17	z17	x18	y18	z18	x19	y19	z19	x20	y20	z20	x21	y21	z21	x22	y22	z22	x23	y23	z23	x24	y24	z24	x25	y25	z25	x26	y26	z26	x27	y27	z27	x28	y28	z28	x29	y29	z29	x30	y30	z30	x31	y31	z31	x32	y32	z32	x33	y33	z33	x34	y34	z34	x35	y35	z35	x36	y36	z36	x37	y37	z37	x38	y38	z38	x39	y39	z39	x40	y40	z40	x41	y41	z41	x42	y42	z42	x43	y43	z43	x44	y44	z44	x45	y45	z45	x46	y46	z46	x47	y47	z47	x48	y48	z48	x49	y49	z49	x50	y50	z50
Vespertilionidae	Lasiurus_intermedius	16,759466	13,308312	14,473541	18,111736	13,787096	14,58116	15,524687	13,685762	14,351557	18,36145	14,923679	14,437179	15,132652	14,846002	14,060942	18,724487	16,381718	14,13622	14,709227	16,250782	13,817689	21,91498	26,040031	14,167071	10,931912	25,703396	13,398678	19,632383	26,501858	13,827837	13,192368	26,277424	13,404671	21,152485	25,616119	12,384739	12,009525	25,373657	11,717957	19,349514	21,278481	13,360224	19,9426	22,0039	14,0456	20,4282	22,3741	15,07	20,9548	22,6082	16,1187	21,268	23,4944	16,4348	21,0651	24,317	15,6028	20,8865	25,0797	14,7027	20,704706	26,128056	14,251947	13,903453	21,070873	13,061475	13,1833	21,8122	13,575	12,5004	22,1423	14,5164	11,8515	22,3354	15,525	11,4531	23,1835	15,7441	11,6835	24,0574	14,9471	11,8613	24,7985	14,0106	12,062898	25,915825	13,678703	21,258757	26,220688	11,943373	21,4608	25,7618	10,794	20,6861	24,7624	11,0191	20,216	23,5233	10,8013	19,6673	22,2721	10,6499	19,2789	20,9638	10,7132	19,0032	19,6576	11,0408	18,7537	18,3594	11,4233	18,4362	17,0507	11,6926	17,9209	15,7871	11,7599	16,943367	14,919956	11,526112	15,9612	15,7851	11,6507	15,4328	17,0447	11,4416	15,0107	18,3214	11,1227	14,6535	19,6007	10,7336	14,2692	20,8798	10,3734	13,786	22,1585	10,2573	13,1881	23,4023	10,3566	12,46	24,5599	10,5089	11,7354	25,3339	10,1566	11,788529	25,958168	11,308842
Vespertilionidae	Lasiurus_intermedius	16,778202	13,3866	14,822868	17,841318	13,881883	15,017988	15,569512	13,710672	14,784064	18,148449	14,90542	14,667479	15,344886	14,826483	14,469017	18,379108	16,330826	14,347341	15,002412	16,193275	13,894557	21,346731	26,449032	14,222193	11,393603	25,968914	13,734457	19,330956	26,433891	14,002501	13,43652	26,333702	13,777378	20,593075	25,620819	12,260775	12,343185	25,381908	11,766024	19,276112	21,042732	13,250204	19,8323	21,9315	13,7539	20,1947	22,402	14,7759	20,3989	22,5581	15,9409	20,5834	23,3265	16,4855	20,6024	24,2449	15,7224	20,5133	25,0382	14,839	20,397129	26,080608	14,317974	13,867761	20,850864	12,875964	13,2228	21,7484	13,3357	12,7867	22,1945	14,3728	12,358	22,2901	15,5157	11,9824	23,0825	15,9888	12,0472	23,9952	15,1748	12,2115	24,8736	14,336	12,263706	26,000683	13,936831	20,696507	26,507538	11,701282	20,6681	25,8798	10,6322	20,3869	24,6719	11,0477	20,017	23,3327	10,9304	19,643	21,9982	10,7613	19,3001	20,6488	10,8013	19,0259	19,3177	11,11	18,7663	18,0034	11,5048	18,4269	16,6815	11,7964	17,9894	15,3642	11,9444	17,083797	14,400471	11,754374	16,0431	15,2826	11,7941	15,46	16,5436	11,6064	14,9735	17,8349	11,3386	14,598	19,131	10,9476	14,2659	20,447	10,5927	13,8698	21,7909	10,5051	13,3994	23,1093	10,6209	12,9102	24,42	10,7353	12,5107	25,5881	10,2734	12,334581	26,29174	11,250105
Vespertilionidae	Murina_leucogaster	16,81389	14,147799	14,02128	17,852589	14,914856	14,172672	15,82056	14,872128	14,128122	17,933756	15,788564	13,840448	15,508521	15,647434	13,709489	18,328602	17,338818	13,386805	15,094475	17,15819	13,308104	20,934048	26,025234	13,837078	11,758202	25,726784	13,437297	19,002949	26,135693	13,706909	13,643817	25,951614	13,35003	20,269714	25,418465	12,539499	12,661881	25,161625	12,167032	18,773766	21,198742	13,080517	19,2687	22,0586	13,5704	19,6595	22,4222	14,5581	20,1199	22,7959	15,5216	20,5578	23,6647	16,0089	20,5658	24,5394	15,3784	20,3705	25,203	14,4797	19,997835	26,07365	13,970804	14,386997	20,993618	12,932878	13,7485	21,806	13,2863	13,1397	22,1269	14,1668	12,5768	22,4359	15,0952	12,106	23,2796	15,5805	12,1653	24,1823	14,9613	12,3888	24,9032	14,1104	12,698151	25,777309	13,637369	20,605644	26,040501	11,996716	20,7059	25,1185	11,3839	19,9782	24,3409	11,7273	19,5003	23,2807	11,5449	19,3604	22,1198	11,3204	19,2093	20,9417	11,268	18,9351	19,7875	11,3915	18,6254	18,655	11,6049	18,2717	17,5294	11,7768	17,8248	16,4306	11,8036	16,885944	15,825061	11,52155	15,9863	16,487	11,6857	15,4946	17,5581	11,5311	15,119	18,6647	11,3084	14,792	19,7888	11,0998	14,4673	20,9295	11,0352	14,1777	22,0715	11,1823	13,8338	23,1965	11,3519	13,2746	24,2141	11,3131	12,4011	24,9156	11,0382	12,351789	25,880859	11,587139
Vespertilionidae	Myotis_daubentonii	16,759661	15,447476	14,267048	17,606039	16,50362	14,308125	15,812001	16,447901	14,239741	17,710337	17,088085	13,974642	15,696449	17,010691	13,885275	18,097311	18,634317	13,565253	15,284142	18,530104	13,489918	20,039917	25,008396	14,078788	12,853022	24,758698	13,654747	18,975111	25,185341	13,838573	13,938215	24,997189	13,451634	19,695621	24,759357	12,754265	13,42904	24,494057	12,360529	18,350655	21,912468	13,081892	18,7279	22,4823	13,2012	19,2266	22,7445	13,652	19,5648	22,6434	14,3055	19,8794	22,9097	14,7167	19,888	23,6151	14,5113	19,7485	24,3079	14,2773	19,541693	24,99231	14,091598	14,828493	21,72858	12,837275	14,3568	22,2872	12,8323	13,7757	22,4958	13,241	13,4553	22,3897	13,9186	13,0968	22,6175	14,2922	13,0553	23,3114	14,0663	13,2099	24,0334	13,8843	13,407162	24,740496	13,722695	19,787907	25,407925	12,462442	19,6739	24,6463	12,2038	19,1276	23,8483	12,175	18,7804	22,9385	11,9951	18,51	22,0053	11,8074	18,3119	21,0438	11,8512	18,1763	20,0801	12,0358	18,0514	19,1175	12,2361	17,8649	18,1595	12,3999	17,513	17,25	12,5109	16,785252	16,670485	12,368803	16,0159	17,2365	12,4229	15,6374	18,1446	12,2721	15,4289	19,1013	12,0728	15,2794	20,0632	11,8399	15,0708	21,0176	11,625	14,7468	21,9611	11,593	14,3668	22,856	11,7931	13,9648	23,5935	12,1945	13,4896	24,3651	11,8067	13,239653	25,07935	12,013277
Vespertilionidae	Myotis_evotis	16,841263	14,898239	14,305503	17,664278	15,711956	14,353514	16,051163	15,667526	14,331387	17,729425	16,414951	13,913975	15,831009	16,362049	13,894888	18,109337	18,212021	13,446901	15,435727	18,14805	13,362925	19,939869	25,001629	13,922606	12,852779	24,684589	13,586181	18,498446	25,021727	13,695332	14,294501	24,862976	13,498006	19,542217	24,570969	12,786562	13,397863	24,3195	12,433908	18,421041	21,982613	12,821734	18,7629	22,589	13,2071	19,2066	22,7083	13,875	19,5966	22,6985	14,591	19,8116	23,0768	15,1827	19,7759	23,7449	14,8064	19,5514	24,2674	14,2124	19,207188	24,93012	13,910625	14,837473	21,690306	12,748668	14,342	22,2937	12,9103	13,7807	22,4357	13,4997	13,3273	22,4167	14,2213	12,9893	22,8109	14,8433	13,0574	23,4958	14,4668	13,3361	24,0559	13,8925	13,584383	24,823444	13,648325	19,863541	24,950676	12,379117	19,5864	24,2446	12,1394	19,049	23,4992	12,0243	18,6721	22,6456	11,7686	18,4006	21,736	11,5933	18,238	20,7829	11,6268	18,1285	19,8309	11,761	17,985	18,8923	11,9463	17,7925	17,9551	12,0913	17,5594	17,0293	12,2351	16,94977	16,325336	12,251374	16,2693	16,9398	12,1682	15,9305	17,8464	11,9993	15,6451	18,7741	11,8395	15,4222	19,7164	11,6669	15,2233	20,6656	11,5014	14,9604	21,611	11,4385	14,599	22,5109	11,5959	14,1357	23,3415	11,8433	13,4493	23,9798	11,8787	13,029136	24,691607	11,999177
Vespertilionidae	Myotis_evotis	16,940918	14,633	14,34394	17,656864	15,453911	14,184942	16,058218	15,33169	14,197062	17,463196	16,291122	13,644035	16,225031	16,271763	13,601573	17,959728	18,01403	13,263723	15,634486	17,912987	13,189301	19,919605	25,271103	14,124166	12,930706	25,080399	13,658314	18,578358	25,337694	13,799081	14,26193	25,246187	13,538674	19,450741	24,846947	12,71492	13,511594	24,685242	12,258661	18,208811	21,801216	12,858109	18,6843	22,5029	13,0905	19,0769	22,7502	13,7975	19,3574	22,655	14,6298	19,6435	23,0372	15,3207	19,699	23,8118	14,9687	19,5413	24,4879	14,4166	19,214621	25,193375	14,035439	14,983595	21,688271	12,610635	14,4662	22,3653	12,8052	13,9903	22,5762	13,4975	13,5773	22,4744	14,2771	13,1768	22,8679	14,9236	13,0822	23,664	14,6439	13,3285	24,2907	14,0535	13,602783	25,03227	13,66547	19,655369	25,31979	12,366003	19,6752	24,6866	12,0217	19,0358	23,9171	12,1163	18,6069	22,9977	11,8096	18,3044	22,0155	11,5489	18,1085	20,9788	11,5583	17,97	19,9366	11,6973	17,8551	18,898	11,8877	17,7232	17,8625	12,0826	17,5393	16,8328	12,2665	16,969582	16,012712	12,26517	16,2222	16,6923	12,2384	15,9232	17,691	12,026	15,7189	18,7118	11,7978	15,5478	19,7387	11,5663	15,3454	20,7666	11,3767	15,0646	21,7858	11,3279	14,6646	22,7536	11,5188	14,1584	23,6632	11,7488	13,4661	24,3977	11,688	13,270807	25,138992	11,837812
Vespertilionidae	Myotis_keenii	16,640713	14,913756	14,57877	17,439894	15,578846	14,542814	15,806307	15,550995	14,481983	17,534578	16,360888	14,036049	15,809971	16,328436	13,951039	17,903706	18,127619	13,505608	15,437361	18,09395	13,524451	20,046759	25,055845	13,863651	12,768374	24,816971	13,578178	18,756226	25,044117	13,634642	14,046192	24,878172	13,397374	19,702438	24,595303	12,746641	13,240798	24,376274	12,42684	18,306341	21,606134	12,750538	18,8111	22,2597	12,8881	19,2112	22,4773	13,5867	19,3588	22,4462	14,4301	19,6048	22,7153	15,0878	19,6128	23,4485	14,658	19,5512	24,184	14,2235	19,442207	24,959286	13,891368	14,831846	21,496103	12,684137	14,2901	22,1303	12,757	13,7509	22,329	13,3565	13,5139	22,2709	14,1737	13,2512	22,5593	14,7868	13,207	23,2987	14,3713	13,2924	24,0286	13,9291	13,454163	24,804428	13,626821	19,989904	25,282536	12,396497	19,8907	24,512	12,1485	19,0742	23,9069	12,016	18,7703	22,9151	11,7951	18,618	21,895	11,5894	18,388	20,8604	11,7021	18,1623	19,8356	11,8966	17,9151	18,8134	12,0762	17,6309	17,8051	12,279	17,368	16,7937	12,484	16,682232	16,04775	12,478903	16,0239	16,8223	12,454	15,7231	17,8034	12,1907	15,4625	18,7977	11,9271	15,2484	19,7996	11,6526	15,0466	20,8226	11,4615	14,7842	21,8447	11,4479	14,4825	22,8266	11,6971	14,0032	23,7655	11,7773	13,1421	24,3333	11,9324	12,874468	25,056412	12,095638
Vespertilionidae	Myotis_keenii	16,772491	15,046571	14,287186	17,571732	15,821358	14,276905	15,973759	15,811852	14,206337	17,525745	16,547853	13,838753	15,94507	16,492523	13,782033	17,993578	18,355146	13,39672	15,359008	18,267139	13,287371	20,060505	25,072357	14,000836	12,775837	24,878136	13,615648	18,692772	25,251839	13,767539	14,156753	25,111502	13,504858	19,65867	24,886309	12,855216	13,262266	24,690689	12,416023	18,23	21,792358	12,827	18,5765	22,5198	13,0707	19,0557	22,7537	13,6617	19,3995	22,6775	14,4395	19,779	22,9506	15,0482	19,8726	23,6814	14,7246	19,6447	24,3297	14,2117	19,394329	25,097244	13,946152	14,971142	21,632713	12,64832	14,5815	22,278	12,9004	13,9696	22,5857	13,2799	13,555	22,4513	13,9971	13,1952	22,6335	14,6876	12,948	23,3438	14,3733	13,1705	24,0189	13,9123	13,372658	24,788586	13,656532	19,946701	25,537315	12,492935	19,6997	24,8203	12,1931	19,0817	24,0382	12,0983	18,7272	23,1247	11,7236	18,4141	22,1425	11,5475	18,2059	21,1153	11,5898	18,0445	20,0917	11,7507	17,8941	19,0783	11,9836	17,7179	18,0736	12,2348	17,4949	17,0757	12,4758	16,904613	16,272608	12,485778	16,0486	16,8178	12,4799	15,6753	17,8046	12,2129	15,4532	18,8343	11,9183	15,2878	19,8785	11,6325	15,0953	20,9347	11,4258	14,8323	21,9915	11,3305	14,4845	23,0034	11,5452	13,9972	23,9332	11,8293	13,2033	24,6331	11,8202	13,044749	25,343208	12,060408
Vespertilionidae	Myotis_lucifugus	16,809448	15,634169	14,348737	17,611324	16,395098	14,384598	15,955276	16,364687	14,31468	17,645916	16,986034	13,965871	15,868674	16,925394	13,881108	17,903088	18,406649	13,588406	15,519021	18,290279	13,507116	19,691906	24,978451	13,84971	13,036671	24,607624	13,580441	18,646221	25,029034	13,63306	14,100405	24,774174	13,396085	19,345551	24,608746	12,642516	13,545929	24,287857	12,35361	18,302481	21,765913	12,892846	18,6804	22,4344	13,0527	19,1311	22,6765	13,6334	19,4958	22,6114	14,3448	19,8167	22,9113	14,7905	19,7313	23,6669	14,5896	19,4525	24,262	14,1458	19,182638	24,94595	13,861943	14,825773	21,629974	12,747901	14,3983	22,235	12,9624	13,802	22,3825	13,412	13,4131	22,2961	14,091	13,1099	22,6345	14,5153	13,0941	23,3565	14,2816	13,3537	23,9694	13,8587	13,597991	24,664738	13,618029	19,523293	25,239141	12,448827	19,5613	24,5277	12,1049	19,0442	23,7937	12,1493	18,6978	22,9525	11,889	18,4012	22,0792	11,6849	18,1958	21,1664	11,742	18,061	20,2515	11,9423	17,9515	19,3366	12,1601	17,7587	18,4343	12,3684	17,4659	17,5431	12,487	16,839241	16,9027	12,374401	16,1792	17,5167	12,421	15,8368	18,377	12,2646	15,5268	19,2357	12,0425	15,2702	20,1149	11,8318	15,0236	20,9942	11,6109	14,744	21,8746	11,5054	14,4176	22,7228	11,7353	13,982	23,5171	11,9373	13,4015	24,2025	11,822	13,333413	24,904871	12,125934
Vespertilionidae	Myotis_lucifugus	16,782162	15,60252	14,227919	17,549419	16,42494	14,344254	15,875585	16,364693	14,188667	17,636051	17,045156	13,978346	15,914181	17,027941	13,855265	17,992874	18,459316	13,579247	15,356359	18,361444	13,397133	19,858606	24,900646	14,005597	13,022847	24,685814	13,622106	18,679712	24,929729	13,802359	14,173271	24,808857	13,597803	19,496784	24,54055	12,868304	13,564533	24,407583	12,541139	18,315044	21,748343	12,953684	18,6518	22,3786	13,164	19,1971	22,5969	13,5596	19,495	22,4691	14,2236	19,6841	22,7609	14,6809	19,753	23,4761	14,5306	19,5554	24,1409	14,2512	19,273476	24,80337	14,045978	14,896179	21,639408	12,743727	14,4737	22,235	12,9364	13,8515	22,4462	13,2795	13,441	22,2621	13,8716	13,2174	22,5624	14,3029	13,1091	23,2913	14,1556	13,2763	23,9698	13,8638	13,591497	24,643044	13,694366	19,699577	25,062801	12,54168	19,7041	24,5008	12,3505	19,0292	23,8781	12,301	18,7506	22,9995	12,067	18,5165	22,1046	11,8544	18,2736	21,1809	11,8361	18,1116	20,2596	12,015	17,9366	19,3397	12,2022	17,7304	18,422	12,3663	17,4823	17,5088	12,4971	16,866943	16,88002	12,398706	16,1408	17,3272	12,4527	15,7869	18,2168	12,3023	15,523	19,1319	12,1011	15,2937	20,0551	11,8898	15,0613	20,9848	11,7178	14,7959	21,9158	11,6337	14,4952	22,8205	11,8168	14,0844	23,6814	12,007	13,419	24,3336	11,9975	13,307834	24,969772	12,126869
Vespertilionidae	Myotis_sodalis	16,786186	15,164065	14,231916	17,606071	16,077501	14,274811	15,961584	16,05471	14,217649	17,716766	16,808413	14,019119	15,840556	16,72451	13,938677	17,947416	18,349592	13,571527	15,491864	18,24836	13,471281	19,838833	25,161469	13,942078	12,882578	24,794458	13,651104	18,563557	25,065716	13,638345	14,163517	24,900089	13,480753	19,602161	24,715637	12,644197	13,313953	24,45821	12,415611	18,34853	21,663307	12,787151	18,7218	22,3712	12,9998	19,1444	22,6952	13,6211	19,491	22,5266	14,3949	19,8806	22,8638	14,9404	19,7569	23,634	14,6492	19,4828	24,3099	14,1895	19,233772	25,06982	13,862309	14,868303	21,528639	12,681251	14,3574	22,1694	12,8039	13,8079	22,4337	13,3572	13,391	22,2237	14,0819	12,9833	22,5431	14,6208	12,9717	23,3288	14,3163	13,2381	24,0499	13,9328	13,498174	24,819435	13,649787	19,953945	25,359192	12,281532	19,7014	24,597	12,1075	19,2061	23,7398	12,1208	18,8556	22,8245	11,8797	18,5697	21,8823	11,713	18,3744	20,8986	11,8118	18,248	19,9179	12,0105	18,1161	18,943	12,2365	17,894	17,9732	12,4053	17,5742	17,0228	12,5095	16,876953	16,373093	12,45388	16,1956	17,08	12,4353	15,8466	18,0018	12,2336	15,5478	18,9405	12,0134	15,2897	19,8931	11,804	15,0532	20,8594	11,6361	14,7431	21,8165	11,5761	14,3581	22,7268	11,7502	13,8939	23,6006	11,9463	13,2863	24,3812	11,8542	12,979663	25,140053	12,00082
Vespertilionidae	Myotis_velifer	16,831528	15,302893	14,002409	17,619938	16,278824	14,111059	15,919389	16,210655	13,98197	17,659855	16,922457	13,783064	15,799505	16,817808	13,6436	18,080473	18,557476	13,269124	15,441698	18,479349	13,247976	19,867939	25,20369	14,216873	12,974266	24,855171	13,737572	18,592125	25,261692	13,933832	14,24649	25,101133	13,673338	19,469826	24,965473	12,986731	13,59907	24,787809	12,604619	18,270023	21,916531	12,868042	18,4982	22,5743	13,1113	18,9883	22,8926	13,6062	19,3931	22,771	14,2515	19,5952	22,9438	14,8199	19,6516	23,7105	14,6946	19,5279	24,4224	14,3935	19,315563	25,14711	14,218728	14,976121	21,847778	12,656004	14,5642	22,4286	12,842	14,0601	22,6905	13,3277	13,6074	22,5244	13,9226	13,2496	22,7253	14,4027	13,2306	23,4776	14,2545	13,378	24,1711	13,9653	13,602356	24,88657	13,824806	19,780497	25,624367	12,804904	19,7146	24,9201	12,3296	19,1807	24,0754	12,3356	18,7485	23,1833	12,056	18,3873	22,2461	11,8316	18,137	21,252	11,7961	17,9674	20,2437	11,9216	17,8526	19,2291	12,0571	17,7575	18,2102	12,1759	17,5926	17,1956	12,2327	16,907001	16,538435	12,129395	16,1545	17,1664	12,1538	15,8554	18,1439	12,0554	15,6665	19,1453	11,9039	15,4755	20,1464	11,7563	15,2112	21,1319	11,619	14,909	22,1141	11,5659	14,5079	23,034	11,7919	13,9772	23,8828	12,0236	13,3585	24,659	12,051	13,181703	25,435064	12,370972
Vespertilionidae	Myotis_velifer	16,788069	14,142982	14,676386	17,650599	15,019323	14,648171	15,931361	14,966946	14,475536	17,809359	15,786469	13,966007	15,755163	15,695767	13,866329	18,076872	17,580633	13,477488	15,39177	17,48238	13,361931	20,278198	25,473156	14,098206	12,531569	25,220131	13,60298	18,742413	25,671062	13,695147	14,086904	25,488182	13,424415	19,7826	25,21467	12,687554	13,25719	25,009655	12,272271	18,472097	21,96228	12,796138	18,9097	22,7228	13,1553	19,4475	22,7964	13,9315	19,7055	22,6165	14,8358	20,0297	23,131	15,3519	20,0596	23,9758	14,9747	19,8498	24,6972	14,3548	19,537693	25,522659	14,013306	14,760708	21,830963	12,625166	14,1805	22,549	12,9054	13,5159	22,547	13,5899	13,1822	22,3825	14,4941	12,6688	22,8058	14,8747	12,7779	23,6933	14,4991	13,0123	24,4491	13,915	13,278503	25,333511	13,650518	20,129436	26,075909	12,290117	20,0524	25,2134	11,7562	19,3439	24,2951	11,841	18,9723	23,1906	11,5498	18,6847	22,0535	11,306	18,468	20,8766	11,3715	18,3078	19,704	11,5746	18,1629	18,5374	11,8269	17,9625	17,3831	12,0923	17,6526	16,2529	12,3494	16,884317	15,404848	12,401541	16,0003	16,1351	12,2897	15,6311	17,2492	12,0018	15,3695	18,3978	11,7191	15,1661	19,5619	11,4478	14,9753	20,7283	11,1846	14,7233	21,9115	11,1025	14,3827	23,0482	11,3267	13,8421	24,0979	11,571	13,0587	24,9866	11,4623	12,896683	25,848001	11,876733
Vespertilionidae	Myotis_velifer	16,88571	14,604351	13,800657	17,713158	15,506013	13,808206	15,973927	15,392692	13,822906	17,633598	16,347298	13,478175	16,067797	16,276812	13,368938	18,083109	18,094402	13,152084	15,457981	17,979464	13,019133	20,189091	26,078484	14,436522	12,553363	25,72229	14,075576	18,832951	26,074158	14,307018	13,89556	25,81897	14,01932	19,710083	25,75518	13,02926	13,264803	25,503019	12,609778	18,308926	22,415279	12,976735	18,746	23,0924	13,2738	19,2011	23,1485	14,0304	19,6012	23,0223	14,8219	19,9762	23,4347	15,3339	20,0013	24,297	15,1028	19,8023	25,0607	14,6718	19,53953	25,87986	14,486182	14,755829	22,199379	12,668394	14,2627	22,9319	12,8374	13,7426	22,9987	13,5526	13,3025	22,7777	14,3405	12,8961	23,0386	14,9676	12,8427	23,9144	14,7242	13,0063	24,7395	14,3305	13,297274	25,570293	14,097101	20,009598	26,569508	12,758165	19,7629	25,7429	12,2564	19,1156	24,7934	12,15	18,7093	23,7544	11,8366	18,4405	22,6834	11,4746	18,2266	21,5413	11,4427	18,0663	20,394	11,5636	17,9207	19,2458	11,6946	17,8178	18,0923	11,8156	17,6744	16,9422	11,8929	16,949257	16,15003	11,795639	16,1289	16,7871	11,7938	15,8017	17,8964	11,7019	15,5599	19,0257	11,5539	15,2867	20,1486	11,4113	15,0169	21,2747	11,2942	14,7162	22,3978	11,2972	14,3545	23,474	11,5312	13,8489	24,4773	11,8145	13,2649	25,4309	11,9338	12,855312	26,315544	12,316075
Vespertilionidae	Myotis_velifer	16,707571	14,054228	14,455304	17,7033	14,988935	14,491893	15,659601	14,925306	14,29953	17,809574	15,703128	14,049164	15,649084	15,676611	13,851234	18,217068	17,41939	13,489939	15,298761	17,38253	13,327871	20,586103	25,50956	14,151365	12,187574	25,257824	13,648451	NA	NA	NA	NA	NA	NA	20,102428	25,177841	12,767907	12,93664	24,925678	12,362053	18,575436	21,640608	12,767666	19,0089	22,4137	13,1059	19,5142	22,526	13,8801	20,0211	22,5576	14,7259	20,3718	23,0343	15,4579	20,3578	23,8946	15,1068	20,1391	24,6153	14,465	20,049099	25,498932	14,190886	14,551802	21,420265	12,593058	14,1617	22,1502	12,8568	13,463	22,506	13,4408	12,9084	22,4825	14,2874	12,4006	22,695	14,9993	12,3004	23,5286	14,6569	12,6342	24,2969	14,0971	12,935217	25,169397	13,785328	20,453316	25,997667	12,328543	20,4169	25,0729	12,0279	19,5564	24,2233	12	19,1098	23,1276	11,7388	18,8618	21,9941	11,3571	18,643	20,8022	11,335	18,453	19,6085	11,5115	18,2772	18,4218	11,7533	18,073	17,2356	11,9727	17,7941	16,0597	12,1568	16,974371	15,238833	12,064859	15,9639	15,8509	12,0834	15,56	17,0031	11,8929	15,2507	18,1802	11,6585	14,9889	19,3653	11,4035	14,7311	20,5551	11,1783	14,4257	21,7528	11,0879	14,0626	22,8929	11,4051	13,5929	24,0038	11,6814	12,7396	24,8145	11,5042	12,685402	25,775761	11,913799
Vespertilionidae	Myotis_yumanensis	16,665922	15,919271	14,0795	17,361916	16,778156	14,031349	15,927004	16,71426	13,967657	17,475798	17,293289	13,752831	15,834996	17,230114	13,667026	17,84013	18,65868	13,421285	15,441509	18,582222	13,282259	19,657818	24,885237	13,980397	13,190514	24,663462	13,583095	18,500862	24,902342	13,751651	14,370982	24,674904	13,488026	19,430393	24,5634	12,820173	13,605015	24,348927	12,561599	18,21563	21,846893	12,900234	18,5017	22,3913	13,2141	18,9997	22,7462	13,5633	19,3089	22,5756	14,2155	19,4854	22,7988	14,6932	19,5275	23,5057	14,5208	19,3521	24,1568	14,2018	19,063877	24,799475	13,96169	14,985909	21,641373	12,714607	14,6275	22,2123	12,9102	14,0916	22,5122	13,3168	13,6439	22,3432	13,885	13,3638	22,5492	14,354	13,3822	23,2704	14,1642	13,5611	23,928	13,836	13,848873	24,593994	13,639267	19,572582	25,200684	12,663543	19,5385	24,5168	12,3062	19,0305	23,7964	12,2884	18,6683	22,9918	12,0336	18,3783	22,1424	11,8315	18,1772	21,2471	11,8907	18,0215	20,3483	12,0305	17,8873	19,4505	12,1987	17,7344	18,5589	12,3811	17,5236	17,6733	12,5295	16,908495	17,066315	12,471271	16,1341	17,5057	12,4307	15,7957	18,3594	12,2623	15,5809	19,2531	12,0801	15,4105	20,1575	11,8993	15,2091	21,0579	11,731	14,9296	21,9445	11,6215	14,5731	22,7953	11,7771	14,1864	23,6183	12,005	13,6372	24,3281	11,9793	13,47432	25,031258	12,287826
Vespertilionidae	Myotis_yumanensis	16,607224	15,794336	14,061337	17,409084	16,681572	13,995395	15,847549	16,591642	13,918354	17,534218	17,222692	13,762688	15,753648	17,164312	13,583298	17,927534	18,601822	13,411223	15,430166	18,577202	13,24044	19,659031	24,956184	14,061024	13,244324	24,805286	13,699223	18,617538	25,043545	14,050111	14,301667	24,91433	13,760303	19,376961	24,662708	13,056954	13,675971	24,533707	12,599458	18,170086	21,90049	13,02973	18,4611	22,4821	13,2022	18,8365	22,8338	13,6747	19,165	23,3329	13,9094	19,4248	23,0428	14,4303	19,5114	23,6208	14,656	19,289	24,2362	14,3956	19,119562	24,881096	14,165833	15,009557	21,923569	12,821193	14,6212	22,4515	13,0008	14,0729	22,6869	13,354	13,701	22,5481	13,9327	13,4025	22,7383	14,3603	13,3361	23,418	14,2107	13,5329	24,0755	14,0081	13,798446	24,712776	13,823454	19,746515	25,137516	12,767402	19,386	24,4914	12,4599	18,976	23,7193	12,3738	18,626	22,9097	12,0573	18,337	22,0562	11,8224	18,1022	21,1499	11,8795	17,9534	20,2307	11,998	17,8884	19,3057	12,1451	17,7785	18,3906	12,319	17,5329	17,4954	12,3866	16,78821	17,022099	12,226086	16,0935	17,5854	12,2427	15,8105	18,4557	12,1072	15,6615	19,3586	11,9497	15,5278	20,2664	11,8067	15,3169	21,1624	11,6859	15,0555	22,05	11,6037	14,6999	22,8818	11,7978	14,2654	23,6628	12,0481	13,7717	24,3897	12,0821	13,384057	25,056679	12,363338
